"Date","Actual","Previous"
"Apr 13, 2012",0.2,0.1
"Mar 16, 2012",0.1,0.2
"Feb 17, 2012",0.2,0.1
"Jan 19, 2012",0.1,0.1
"Dec 15, 2010",0.1,0
"Nov 17, 2010",0,0
"Oct 15, 2010",0,0
"Sep 17, 2010",0,0.1
"Aug 13, 2010",0.1,0.2
"Jul 16, 2010",0.2,0.1
"Jun 17, 2010",0.1,0
"May 19, 2010",0,0
"Apr 14, 2010",0,0.1
"Mar 18, 2010",0.1,-0.1
"Feb 19, 2010",-0.1,0.1
"Jan 15, 2010",0.1,0
"Dec 16, 2009",0,0.2
"Nov 18, 2009",0.2,0.2
"Oct 15, 2009",0.2,0.1
"Sep 16, 2009",0.1,0.1
"Aug 14, 2009",0.1,0.2
"Jul 15, 2009",0.2,0.1
"Jun 17, 2009",0.1,0.3
"May 15, 2009",0.3,0.2
"Apr 15, 2009",0.2,0.2
"Mar 18, 2009",0.2,0.2
"Feb 20, 2009",0.2,0
"Jan 16, 2009",0,0
"Dec 16, 2008",0,-0.1
"Nov 19, 2008",-0.1,0.4
"Oct 16, 2008",0.4,0.2
"Sep 16, 2008",0.2,0.3
"Aug 14, 2008",0.3,0.3
"Jul 16, 2008",0.3,0.2
"Jun 13, 2008",0.2,0.1
"May 14, 2008",0.1,0.2
"Apr 16, 2008",0.2,0
"Mar 14, 2008",0,0.3
"Feb 20, 2008",0.3,0.2
"Jan 16, 2008",0.2,0.3
"Dec 14, 2007",0.3,0.2
"Nov 15, 2007",0.2,0.2
"Oct 17, 2007",0.2,0.2
"Sep 19, 2007",0.2,0.2
"Aug 15, 2007",0.2,0.2
"Jul 18, 2007",0.2,0.1
"Jun 15, 2007",0.1,0.2
"May 15, 2007",0.2,0.1
"Apr 17, 2007",0.1,0.3
"Mar 16, 2007",0.3,0.2
"Feb 21, 2007",0.2,0.1
"Jan 18, 2007",0.1,0.1
"Dec 15, 2006",0.1,0.2
"Nov 16, 2006",0.2,0.2
"Oct 18, 2006",0.2,0.2
"Sep 15, 2006",0.2,0.2
"Aug 16, 2006",0.2,0.2
"Jul 19, 2006",0.2,0.3
"Jun 14, 2006",0.3,0.2
"May 17, 2006",0.2,0.3
"Apr 19, 2006",0.3,0.2
"Mar 16, 2006",0.2,0.2
"Feb 22, 2006",0.2,0.1
"Jan 18, 2006",0.1,0.2
"Dec 15, 2005",0.2,0.3
"Nov 16, 2005",0.3,0.1
"Oct 14, 2005",0.1,0.1
"Sep 15, 2005",0.1,0.1
"Aug 16, 2005",0.1,0
"Jul 14, 2005",0,0.1
"Jun 15, 2005",0.1,0
"May 18, 2005",0,0.4
"Apr 20, 2005",0.4,0.2
"Mar 23, 2005",0.2,0.2
"Feb 23, 2005",0.2,0.2
"Jan 01, 2005",0.2,0.2
"Dec 01, 2004",0.2,0.2
"Nov 01, 2004",0.2,0.3
"Oct 01, 2004",0.3,0.1
"Sep 01, 2004",0.1,0.1
"Aug 01, 2004",0.1,0.2
"Jul 01, 2004",0.2,0.2
"Jun 01, 2004",0.2,0.2
"May 01, 2004",0.2,0.3
"Apr 01, 2004",0.3,0.2
"Mar 01, 2004",0.2,0.2
"Feb 01, 2004",0.2,0.1
"Jan 01, 2004",0.1,0
"Dec 01, 2003",0,0.2
"Nov 01, 2003",0.2,0.1
"Oct 01, 2003",0.1,0.1
"Sep 01, 2003",0.1,0.2
"Aug 01, 2003",0.2,0.1
"Jul 01, 2003",0.1,0.2
"Jun 01, 2003",0.2,0
"May 01, 2003",0,0
"Apr 01, 2003",0,0.1
"Mar 01, 2003",0.1,0.2
"Feb 01, 2003",0.2,0.1
"Jan 01, 2003",0.1,0.2
"Dec 01, 2002",0.2,0.1
"Nov 01, 2002",0.1,0.1
"Oct 01, 2002",0.1,0.3
"Sep 01, 2002",0.3,0.2
"Aug 01, 2002",0.2,0.1
"Jul 01, 2002",0.1,0.2
"Jun 01, 2002",0.2,0.3
"May 01, 2002",0.3,0.1
"Apr 01, 2002",0.1,0.2
"Mar 01, 2002",0.2,0.2
"Feb 01, 2002",0.2,0.2
"Jan 01, 2002",0.2,0.4
"Dec 01, 2001",0.4,0.2
"Nov 01, 2001",0.2,0.2
"Oct 01, 2001",0.2,0.2
"Sep 01, 2001",0.2,0.2
"Aug 01, 2001",0.2,0.4
"Jul 01, 2001",0.4,0.1
"Jun 01, 2001",0.1,0.2
"May 01, 2001",0.2,0.2
"Apr 01, 2001",0.2,0.3
"Mar 01, 2001",0.3,0.3
"Feb 01, 2001",0.3,0.1
"Jan 01, 2001",0.1,0.3
"Dec 01, 2000",0.3,0.2
"Nov 01, 2000",0.2,0.2
"Oct 01, 2000",0.2,0.2
"Sep 01, 2000",0.2,0.2
"Aug 01, 2000",0.2,0.2
"Jul 01, 2000",0.2,0.2
"Jun 01, 2000",0.2,0.2
"May 01, 2000",0.2,0.3
"Apr 01, 2000",0.3,0.1
"Mar 01, 2000",0.1,0.3
"Feb 01, 2000",0.3,0.2
"Jan 01, 2000",0.2,0.2
"Dec 01, 1999",0.2,0.2
"Nov 01, 1999",0.2,NA
